INFO 2025-08-08 18:56:15,356 autoreload 53982 140704327262976 Watching for file changes with StatReloader
INFO 2025-08-08 18:57:30,493 autoreload 54642 140704327262976 Watching for file changes with StatReloader
INFO 2025-08-09 13:43:03,858 autoreload 19613 140704327262976 Watching for file changes with StatReloader
INFO 2025-08-09 13:58:09,659 basehttp 19613 123145602457600 "GET /admin/ HTTP/1.1" 200 60982
INFO 2025-08-09 13:58:09,746 basehttp 19613 123145686405120 "GET /static/vendor/adminlte/img/AdminLTELogo.png HTTP/1.1" 200 2637
INFO 2025-08-09 13:58:09,754 basehttp 19613 123145669615616 "GET /static/jazzmin/css/main.css HTTP/1.1" 200 16969
INFO 2025-08-09 13:58:09,756 basehttp 19613 123145686405120 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 62440
INFO 2025-08-09 13:58:09,763 basehttp 19613 123145686405120 "GET /static/jazzmin/js/main.js HTTP/1.1" 200 2391
INFO 2025-08-09 13:58:09,767 basehttp 19613 123145669615616 "GET /static/vendor/adminlte/js/adminlte.min.js HTTP/1.1" 200 44244
INFO 2025-08-09 13:58:09,769 basehttp 19613 123145652826112 "GET /static/vendor/bootswatch/darkly/bootstrap.min.css HTTP/1.1" 200 164202
INFO 2025-08-09 13:58:09,769 basehttp 19613 123145636036608 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2025-08-09 13:58:09,774 basehttp 19613 123145602457600 "GET /static/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 103009
INFO 2025-08-09 13:58:09,777 basehttp 19613 123145619247104 "GET /static/vendor/adminlte/css/adminlte.min.css HTTP/1.1" 200 1382975
INFO 2025-08-09 13:58:10,048 basehttp 19613 123145619247104 "GET /static/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 156400
INFO 2025-08-09 13:58:10,049 basehttp 19613 123145602457600 "GET /static/vendor/fontawesome-free/webfonts/fa-regular-400.woff2 HTTP/1.1" 200 25392
WARNING 2025-08-09 13:58:10,289 basehttp 19613 123145619247104 "GET /static/fas%20fa-car HTTP/1.1" 404 1844
INFO 2025-08-09 13:58:13,773 basehttp 19613 123145602457600 "GET /admin/api/vipzonekilometerrule/ HTTP/1.1" 200 38582
INFO 2025-08-09 13:58:13,819 basehttp 19613 123145686405120 "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-08-09 13:58:13,820 basehttp 19613 123145636036608 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-08-09 13:58:13,820 basehttp 19613 123145669615616 "GET /static/vendor/select2/css/select2.min.css HTTP/1.1" 200 16264
INFO 2025-08-09 13:58:13,825 basehttp 19613 123145619247104 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777
INFO 2025-08-09 13:58:13,834 basehttp 19613 123145669615616 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-08-09 13:58:13,834 basehttp 19613 123145686405120 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-08-09 13:58:13,837 basehttp 19613 123145636036608 "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-08-09 13:58:13,840 basehttp 19613 123145652826112 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-08-09 13:58:13,842 basehttp 19613 123145669615616 "GET /static/jazzmin/js/change_list.js HTTP/1.1" 200 2252
INFO 2025-08-09 13:58:13,845 basehttp 19613 123145619247104 "GET /static/vendor/select2/js/select2.min.js HTTP/1.1" 200 73170
INFO 2025-08-09 13:58:13,852 basehttp 19613 123145602457600 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-08-09 13:58:20,333 basehttp 19613 123145602457600 "GET /admin/api/vehicle/ HTTP/1.1" 200 42361
INFO 2025-08-09 13:58:20,387 basehttp 19613 123145619247104 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-08-09 13:58:20,387 basehttp 19613 123145602457600 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-08-09 13:58:23,255 basehttp 19613 123145619247104 "GET /admin/api/userdriver/ HTTP/1.1" 200 49652
INFO 2025-08-09 13:58:23,294 basehttp 19613 123145619247104 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-08-09 13:58:30,829 basehttp 19613 123145619247104 "GET /admin/api/otpverification/ HTTP/1.1" 200 29251
INFO 2025-08-09 13:58:30,870 basehttp 19613 123145619247104 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-08-09 13:58:32,847 basehttp 19613 123145619247104 "GET /admin/api/country/ HTTP/1.1" 200 33580
INFO 2025-08-09 13:58:32,874 basehttp 19613 123145619247104 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-08-09 13:58:35,669 basehttp 19613 123145619247104 "GET /admin/api/city/ HTTP/1.1" 200 35693
